Code,Description
PC02 ,POWER CORD CROSSWIRED
PD01 ,SHOCK PAD MISSING
PI01 ,CHEMICAL SPOTS
PI02 ,HEAVY SPRAY
PI03 ,KV REJECTION
PI04 ,ROUGH SPRAY
PI05 ,SPLATTERS
PI06 ,TRASH
PI07 ,WATER
PI08 ,BAD REWORK
PI09 ,DENTS
PI10 ,PIPE BRACKET ASM WRONG
PI11 ,PIPES CROSSED
PI12 ,PIPE PINCHED
PL01 ,PLASTIC ASMD IN CLOCK
PL05 ,Plastic on UI
POT ,UNKNOWN
PP00 ,PrePack Equip Failure
PQUL ,PRECEIVED QUALITY ERROR
PR01 ,PROP ROD MISSING
PR03 ,PROP ROD WRONG
PR04 ,PROP ROD ASM WRONG
PR10 ,PROP ROD CLIP DAMAGED
PRB1 ,PROBE DEFECTIVE
PRB2 ,PROBE UNPLUGGED
PSB1 ,LED PS Board Defective
R005 ,RESPRAY STARRING
R101 ,RESPRAY CHIPPED
R118 ,RESPRAY TRASH
R124 ,RESPRAY BLUE SPOTS
R157 ,PROCESS SCAR RS
RB01 ,RELAY BOX MISSING
RB02 ,RELAY BOX UNPLUGGED
RB10 ,RELAY BOARD UNPLUG UPPER
RB11 ,RELAY BOARD UNPLUG LOWER
RB12 ,RELAY BOARD CRSWIRED UP
RB13 ,RELAY BOARD CRSWIRED LOW
RB14 ,RELAY BOARD DEFECTIVE
RB15 ,RELAY BOARD DAMAGED
RB16 ,RELAY BOARD SCREW LOOSE
RB17 ,RELAY BOARD MISSING
RB25 ,RIBBON CUT
RB26 ,RIBBON DAMAGED
RC00 ,RC17 Wire Loose
RC01 ,RC17 Board Crosswired
RC02 ,RC17 Board Not Plugged
RC03 ,RC17 Board Defective
RE01 ,REPAIR OPERATOR ERROR
RJ01 ,RJ45 BOARD DAMAGED
RJ02 ,RJ45 BOARD DEFECTIVE
RJ03 ,RJ45 CABLE UNPLUGGED
RJ04 ,RJ45 RED/WHITE WIRE UNPL
RJ05 ,RJ45 HARN CONN NT SECURE
RJ06 ,RJ45 Damaged
RJ07 ,RJ45 Asm Wrong
RJ08 ,RJ45 Unplugged
RJ09 ,RJ45 Cable Defective
RJ10 ,RJ45 Missing
RT00 ,Rear Trim Damaged
RT01 ,Rear Trim Asm Wrong
RT02 ,Rear Trim Defective
RT03 ,Rear Trim Missing
RUNS ,UNKNOWN
S ,UNKNOWN
SB01 ,SLIDER BOARD DEFECTIVE
SB02 ,Scorpion Brd Crosswired
SB03 ,Scorpion Brd Not Plugged
SB04 ,Scorpion Brd Defective
SC07 ,SCREWS FASTENERS DAMAGED
SC08 ,SCREWS DEFECTIVE
SC09 ,SCREWS ASSEMBLED WRONG
SC10 ,SCREWS LOOSE
SC11 ,SCREWS MISSING
SC12 ,SCREWS WRONG PART USED
SC13 ,SCREWS IN COOLING FAN
SC14 ,BBB SCREW LOOSE
SC15 ,DOOR SCREW LOOSE
SC16 ,TRIM SCREW LOOSE
SC17 ,BBB SCREW MISSING
SC18 ,DOOR SCREW MISSING
SC19 ,TERM BOX SCREW MISSING
SC20 ,TRIM SCREW MISSING
SC21 ,END PLATE SCREW MISSING
SC23 ,SCREW BROKE IN V-BRACE
SC25 ,TERMINAL BLOCK SCR MISS
SC30 ,DOOR SCREW LOOSE COLORS
SC35 ,Screw in Cooling Fan UPR
SC36 ,Screw in Cooling Fan LOW
SCN1 ,SCANNER 1
SCN2 ,SCANNER 2
SCNR ,SCANNER REPAIR DECK
SCW3 ,SCREW LOOSE NO REPAIR
SD01 ,SHIELD ASM WRONG
SD02 ,SHIELD DAMAGED
SD03 ,SHIELD DEFECTIVE
SD04 ,SHIELD LOOSE
SD05 ,SHIELD MISSING
SD06 ,SHIELD WRONG
SE01 ,SIDE EXTENSION DEFECTIVE
SE02 ,SIDE EXTENSION ASM WRG
SE03 ,SIDE EXTENSION MISSING
SE04 ,SIDE EXTENSION WRG PART
SI01 ,SIGNAL WIRE UNPLUGGED
SL01 ,RTV SEAL DAMAGED
SL02 ,RTV SEAL DEFECTIVE
SL03 ,SEALS OTHER ASMD WRONG
SL04 ,RTV SEAL LOOSE
SL05 ,SEALS MISSING
SL06 ,SEALS WRONG
SL07 ,SEAL ASSEMBLED WRONG
SP03 ,SPRINGS ASSEMBLED WRONG
SP04 ,SPRINGS MISSING
SP05 ,SPRINGS WRONG
SP25 ,SPARK MODULE PC UNPLUG
SP26 ,SPARK MODULE DAMAGED
SP27 ,SPARK MOD MISSPLUGGED
SP50 ,SPIDER DEFECTIVE
SP51 ,SPIDER LOOSE
SP52 ,SPIDER WRONG PART
SP53 ,SPIDER ASM WRONG
SP54 ,SPIDER CLIP MISSING
SP55 ,SPIDER CLIP ASM WRONG
SP56 ,SPIDER CLIP DAMAGED
SP57 ,SPIDER SCREW MISSING
SP58 ,SPIDER DAMAGED
SR01 ,SIDE RETAINER LOOSE
SS00 ,SS CNTL PNL SCRATCHED
SS01 ,SS CNTL PNL TAPE MISSING
SS04 ,SS DOOR PANEL DEF UPPER
SS05 ,SS DOOR PANEL DEF LOWER
SS06 ,SS DOOR PANEL DMGD UPPER
SS07 ,SS DOOR PANEL DMGD LOWER
SS20 ,STAINLESS NOT BLENDED
SS50 ,SS CNTL PNL OVERLAY DMGD
SS51 ,SS CNTL PNL OVERLAY DEF
SS52 ,SS CNTL PNL OVERLAY ASWG
ST14 ,STRIKE DAMAGED
ST15 ,STRIKE DEFECTIVE
ST16 ,STRIKE ASSEMBLED WRONG
ST18 ,STRIKE MISSING
ST19 ,STRIKE WRONG
ST20 ,SIDE TRIM DAMAGED
ST21 ,SIDE TRIM DEFECTIVE
ST22 ,SIDE TRIM ASM WRONG
ST23 ,SIDE TRIM LOOSE
ST24 ,SIDE TRIM MISSING
ST25 ,SIDE TRIM WRONG
ST26 ,SIDE TRIM SCREW MISSING
ST27 ,SIDE TRIM DIRTY
SW00 ,SAIL SWITCH DEFECTIVE
SW01 ,SAIL SWITCH MISSING
SW02 ,SAIL SWITCH UNPLUGGED
SW03 ,SAIL SWITCH DAMAGED
SW04 ,SELECTOR SWITCH ASMD WRG
SW05 ,SELECTOR SWITCH DAMAGED
SW06 ,BRIDGE ELEM SWITCH DMGD
SW07 ,BRIDGE ELEM SWITCH DEF
SW08 ,SELECTOR SWITCH UNPLUG
SW09 ,SWITCH BRDG EL UNPLUGGED
SW10 ,BRIDGE SWITCH WRONG PART
SW11 ,LIGHT SWITCH ASSM WRONG
SW50 ,SAIL SWITCH HARNESS DEF
SW51 ,SAIL SWITCH HARNESS DMGD
SW52 ,SELECTOR SWITCH CRSSWIRE
TA01 ,TAPE MISSING
TA02 ,TAPE DAMAGED
TA03 ,TAPE BETWEEN WEIGHTS
TA04 ,TAPE MISSING BACKGUARD
TA05 ,TAPE SHOWS UNDER OVERLAY
TA06 ,TAPE SHOWS UNDER DOOR
TA07 ,TAPE SHOWS UNDER DRAWER
TA08 ,TAPE SHOWS UNDER CP
TB01 ,TOUCH BOARD ASMD WRONG
TB02 ,TOUCH BOARD DAMAGED
TB03 ,TOUCH BOARD DEFECTIVE
TB04 ,TOUCH BOARD LOOSE
TB05 ,TOUCH BOARD ALIGNMENT
TB20 ,Temp Board Defective
TB50 ,TERM BLK INSULATOR MISS
TB51 ,TERM BLK BRKT COVER MISS
TB60 ,Tactile Btn Defective
TB61 ,Tactile Btn Hard to Push
TB75 ,TERMINAL BOX MISSING
TB76 ,TERMINAL BOX DAMAGED
TB77 ,TERMINAL BOX WRONG
TD00 ,EDGE PROTECTOR MISSING
TD01 ,TEARDROP MISSING
TD02 ,TEAR DROP ASSM WRONG
TE00 ,Test Mode Timeout
TH07 ,THERMOSTAT SENSOR DAMAGE
TH08 ,THERMOSTAT SENSOR DEFECT
TH09 ,SENSOR ASM WRONG
TH10 ,SENSOR LOOSE
TH11 ,THERMOSTAT SENSOR MISSG
TH12 ,SENSOR UNPLUG
TH13 ,THERMOSTAT SENSOR WRONG
TH15 ,SENSOR MISSING
TH17 ,THROAT ASSEMBLED WRONG
TH20 ,THERMOSTAT CROSSWIRED
TH21 ,TOUCH HARNESS DAMAGED
TR01 ,TRIM ASSEMBLED WRONG
TR02 ,TRIM MISSING
TR03 ,TRIM WRONG PART
TR04 ,Trim Missing UPR
TR10 ,Trim Upper Wrong Part
TR11 ,Trim Lower Wrong Part
TR21 ,Trim Upper Asmd Wrong
TR40 ,TRIM DAMAGED
TR41 ,TRIM LOOSE
TR42 ,TRIM DEFECTIVE
TR45 ,TOP TRIM DAMAGED
TRAS ,UNKNOWN
TRB1 ,TRI-RING BURNER DAMAGED
TRB2 ,TRI-RING BURNER DEFECT
TRO1 ,TRI-RING ORIFICE DAMAGED
TRO2 ,TRI-RING ORIFICE DEFECT
TRO3 ,TRI-RING ORIFICE WRGPART
TRO4 ,TRI-RING ORIFICE LOOSE
TRO5 ,TRI-RING ORIFICE MISSING
TSF1 ,TRANSFER IN ERROR
TSF2 ,TRANSFER OUT ERROR
UH04 ,HINGE RECEIVER DAMAGED
UH05 ,HINGE RECEIVER DEFECTIVE
UH06 ,HINGE RECEIVER LOOSE
UH07 ,HINGE RECEIVER MISS UPPR
UH08 ,HINGE RECEIVER MISS LOWR
UH10 ,HINGE RECEIVER LOOSE UPR
UH11 ,HINGE RECEIVER LOOSE LOW
UH12 ,HINGE RECEIVER DEF UPPER
UH13 ,HINGE RECEIVER DEF LOWER
UH20 ,HINGE REC DEF UP RIGHT
UH21 ,HINGE REC DEF UP LEFT
UH22 ,HINGE REC DEF LO RIGHT
UH23 ,HINGE REC DEF LO LEFT
UH24 ,HINGE REC ASM WRONG
UI00 ,UI HARNESS DEFECTIVE
UI01 ,UI HARNESS ASM WRONG
UI02 ,UI HARNESS UNPLUGGED
UI03 ,UI HARNESS CROSSWIRED
UI05 ,UI DEFECTIVE
UI06 ,UI UNPLUGGED
UI07 ,UI NO POWER
UI08 ,UI HARNESS-MISPLUG
UI09 ,UI Damaged
UI10 ,UI Board Wrong Part
UI20 ,UI Rubber Missing
UI21 ,UI Rubber Defective
UN01 ,UNFINISHED
UP00 ,Upsweep Dent
UP01 ,UPSWEEP DAMAGED
UPG1 ,Upsweep Gasket Gap
UW06 ,GLASS PACK MISSING
V400 ,GAS LOCKOUT VALVE ASMWRG
V401 ,GAS LOCKOUT VALVE DAMAGD
V402 ,GAS LOCKOUT VALVE DEFECT
V403 ,GAS LOCKOUT VALVE LOOSE
V404 ,GAS LOCKOUT VALVE LEAK
V420 ,VALVE ASSEMBLED WRONG
V421 ,VALVE DAMAGED
V422 ,VALVE DEFECTIVE
V423 ,VALVE LOOSE
V424 ,VALVE MISSING
V425 ,VALVE ALIGNMENT
V426 ,VALVE LEAKS
V427 ,VALVE WRONG PART
V430 ,VALVE ADJUST LOW-FLOW
V800 ,HINGE MAINTOP ASMD WRONG
VA90 ,Base Pad Braces Missing
VA98 ,BASE PAD WRONG
VA99 ,BASE PAD INSERTER
VB00 ,VENT BOX ALIGNMENT
VB03 ,VENT BOX DEFECTIVE
VB06 ,INLET TUBE WRONG
VB07 ,INLET TUBE DEFECTIVE
VB08 ,INLET TUBE MISSING
VB09 ,INLET TUBE ASM WRONG
VB10 ,INLET TUBE DAMAGED
VB11 ,INLET TUBE SCREW LOOSE
VB12 ,INLET TUBE SCREW MISSING
VB25 ,VERTICAL BRACE DEFECTIVE
VB26 ,VERTICAL BRACE ASM WRONG
VB27 ,VERTICAL BRACE WRONG
VB28 ,VERTICAL BRACE DAMAGED
VB50 ,VERT/HOR BRACE SC LOOSE
VT01 ,VENT TRIM SCRATCH
VT02 ,VENT TRIM WARPED
VT03 ,Vent Trim Asmd Wrg
VT04 ,VENT GASKET MISSING
VT05 ,VENT TUBE SPACER MISSING
VT06 ,VENT FLUES DAMAGED
VT07 ,VENT FLUES DEFECTIVE
VT08 ,VENT FLUES ASSEMBLED WRG
VT09 ,VENT FLUES LOOSE
VT10 ,VENT FLUES MISSING
VT11 ,VENT FLUES WRONG
VT12 ,VENT TRIM METAL DAMAGED
VT13 ,VENT TRIM METAL DEFECT
VT20 ,VENT TRIM PLASTIC DMGD
VT21 ,VENT TRIM PLASTIC DEFECT
VT22 ,VENT TRIM PLASTIC ASMWRG
VT32 ,VENT TRIM METAL ASMWRG
VT33 ,Vent Trim Wrong Part
VV90 ,GLASS PACK DAMAGED
VV91 ,GLASS PACK DEFECTIVE
VV92 ,GLASS PACK ASMD WRG
VV93 ,GLASS PACK WRONG PART
WA00 ,WASHER DAMAGED
WB01 ,WING BOARD LOOSE
WB02 ,WING BOARD MISSING
WB03 ,WING BOARD DEFECTIVE
WB04 ,WING BOARD ASM WRONG
WB05 ,WING BOARD CROSSWIRED
WB06 ,WING BOARD UNPLUGGED
WH01 ,WIRE HARNESS (TOP) DMGD
WH02 ,WIRE HARNESS (REAR) DMGD
WH03 ,WIRE HARNESS (TOP) DEF
WH04 ,WIRE HARNESS (REAR) DEF
WH05 ,WIRE HARNESS TOP ASM WRG
WH06 ,WIRE HARNES REAR ASM WRG
WH07 ,WIRE HARNESS (TOP) LOOSE
WH08 ,WIRE HARNESS (REAR) LOOS
WH09 ,WIRE HARNESS (TOP) MISS
WH10 ,WIRE HARNESS (REAR) MISS
WH11 ,WIRE HARNESS (TOP) WRONG
WH12 ,WIRE HARNESS (REAR) WRNG
WH13 ,WIRE HARNESS TOP UNPLUGD
WH14 ,WIRE HARNES REAR UNPLUGD
WH25 ,WIRE HARNESS DAMAGED
WI01 ,PINCHED WIRE WIRE COVER
WI02 ,WiFi Label Missing
WI03 ,WiFi Unplugged
WI04 ,WIFI Quiet Command
WIB1 ,WiFi Board Unplugged
WIF1 ,WIFI LABEL WRONG
WIF2 ,WIFI ASSMBLED WRONG
WIF3 ,WIFI ASSEMBLY DEFECTIVE
WIF4 ,WIFI ASSEMBLY DAMAGED
WIF5 ,WIFI ASSEM UNPLUGGED
WIF7 ,WiFi Label Reprint
WIF8 ,WIFI BOARD DEFECTIVE
WIF9 ,WiFi Board Damaged
WIH1 ,WiFi Harness Missing
WIH2 ,WiFi Harness Unplugged
WL01 ,WiFi Label Missing
WR01 ,WIRE ROUTED WRONG
WR02 ,WIRE PINCHED BRACKET
WR03 ,Scorpion Wire Loose
WT02 ,WEIGHTS ASMD WRG
WT03 ,WEIGHTS LOOSE
WT04 ,WEIGHTS MISSING
WT10 ,WIR TIE NOT CLIPPED DOWN
WT15 ,WIRING TRIPPED BREAKER
X000 ,BOILOUT
X001 ,BENT / DENT
X002 ,BLACK SPECKS
X003 ,BUMPS / LUMPS (FINISH)
X004 ,BURRS
X005 ,STARRING
X006 ,CLEAN-UP PARTS
X007 ,COLOR OVER COLOR
X008 ,CONTAMINATED (DIRT)
X009 ,CONTAMINATED (MARKERS)
X010 ,CONTAMINATED (WASHER)
X011 ,PROCESS DMG - CONVEYOR
X012 ,PROCESS DMG - LIFT TRUCK
X013 ,PROCESS DMG - OPERATOR
X014 ,DESIGN
X015 ,DIMENSIONAL
X016 ,DISCOLORED
X017 ,EQUIPMENT BREAKDOWN
X018 ,FISH SCALE
X019 ,FISH-EYES
X020 ,FLOWCOAT MISS
X021 ,FURNACE SCRAP
X022 ,HAIRLINE
X023 ,HANGER TABS
X024 ,HEAVY SPRAY
X025 ,LAMINATED
X026 ,LIGHT SPRAY
X027 ,MARKS (DIE)
X028 ,MARKS (ROLLER)
X029 ,MARKS (SLUGS)
X030 ,METAL FINISH
X031 ,MIS-FEED
X032 ,MIS - FORM
X033 ,NOT BRUSHED (1ST RUN)
X034 ,NOT BRUSHED (2ND RUN)
X035 ,OBSOLETE
X036 ,OUT-GASING
X037 ,TEAR DOWN
X038 ,PITS / CRATERS
X039 ,POOR BOND
X040 ,POWDER FALLOFF
X041 ,REFIRE
X042 ,RUST
X043 ,SCARS (FINISH)
X044 ,SET - UP
X045 ,SLIVERS
X046 ,SPALLING
X047 ,SPLITS / BUSTED
X048 ,TRIAL RUNS
X049 ,UNDERFIRED
X050 ,WARP
X051 ,WATER SPOTS
X052 ,WEAK BASECOAT
X053 ,WELD BURNS
X054 ,WELDED OFF
X055 ,WELDER (SLUGS)
X056 ,WELDS (APPEARANCE)
X057 ,WELDS BROKE/LOOSE/MISSIN
X058 ,MARKS (ROPE)
X059 ,MARKS (MANDREL)
X060 ,ENAMEL REWORK
X061 ,COMTAMINATED (OIL)
X062 ,SCREEN MESS - UP
X063 ,BAND MARKS (STEEL)
X064 ,SCRATCHES
X065 ,PULL TEST
X066 ,WHT BOOTH CONVEYOR SCARS
X067 ,BURN OFF
X068 ,WRINKLES
X069 ,WRONG MATERIAL
X070 ,POWER FAILURE
X071 ,GUN SPLATTERS
X072 ,SOAP MARKS
X074 ,REDESIGN RACKS/MAINTOP
X075 ,BOND CHECK
X076 ,RUB MARK
X077 ,ROUGH SPRAY 1ST RUN
X078 ,TOGGLE
X079 ,WELD FIXTURE MARKS
X080 ,LUBE DEFECT
X081 ,WELD SCREW MARK
X082 ,WELD TOOL MARK
X083 ,WAREHOUSE F/G DAMAGE
X084 ,LEAN PROJECT TRIAL
X085 ,TAIL SCRAP
X086 ,DIE / MECHANICAL PROBLEM
X087 ,PROCESS DMG - ELEVATOR
X088 ,PROCESS DMG - T-TABLE
X089 ,PROCESS DMG - ERECTOR
X090 ,PROCESS DMG - GLUER
X091 ,PROCESS DMG - TAPE EQMT
X092 ,PROCESS DMG - PUSHER
X093 ,WRITING ON PARTS
X094 ,WATER DAMAGE
X095 ,FRAME BENDER DAMAGE
X096 ,STACKER DAMAGE
X097 ,CONTAINER DAMAGE
X098 ,CONTRACTOR DAMAGE
X099 ,COIL HEAD SCRAP
X100 ,GUN SCRATCH
X101 ,CHIPPED
X102 ,BROKE
X103 ,IMPROPER STACKING
X104 ,PACKAGING
X105 ,HOLES STRIPPED
X106 ,ADHESIVE RESIDUE
X107 ,IMPROPER MARKING
X108 ,INCORRECT WIRING
X109 ,CRACKED
X110 ,BROKE TERMINAL
X111 ,MISC MICROWAVE DAMAGE
X112 ,CROSSTHREAD
X113 ,WELD CHIPS
X114 ,BRUSH SCAR
X115 ,CHEMICAL SPOTS
X116 ,NO EMBOSS AROUND CLOCK
X117 ,GALL MARK
X118 ,TRASH
X119 ,MT BRACKET BENT
X120 ,BRACKET INSERT WRONG
X121 ,ENAMEL/PAINT RUN
X122 ,BASE MODULE MACHINE
X123 ,DRAWER MACHINE
X124 ,BLUE SPOTS
X125 ,RESPRAY BLUE SPOTS
X126 ,CREASE
X127 ,NO REWORK
X128 ,HUNG WRONG ON FURNACE
X129 ,WASHER DAMAGE
X130 ,DAMAGED PART
X131 ,NO STORAGE AREA
X132 ,IMPROPER STORAGE AREA
X133 ,STRIP DENTS
X134 ,TAB NOT FOLDED DOWN
X135 ,SHARP FLANGE EDGES
X136 ,HOLE IN MATERIAL
X137 ,MISGAUGED BRACE
X138 ,BRACKET (NO BOND)
X139 ,HOOK SCAR
X140 ,TOX MACHINE DAMAGED
X141 ,TOX - MISSING BRACKET
X142 ,TOX-LOOSE BRACKET
X143 ,SHIPPING DAMAGE
X144 ,END OF COIL
X145 ,PRE-PAINT STEEL
X146 ,DAMAGE-AUTOMATION
X147 ,RUST - STRIP PART
X148 ,WELDER - MISGAGE
X149 ,BOWED
X150 ,STEEL - STRESS LINES
X151 ,BASE COAT FALLON
X152 ,BAD CURL
X153 ,BRACKET MISSING/WRONG
X154 ,FURNACE HOOK DENT
X156 ,NON WASH DEFECT
X157 ,PROCESS SCAR
X158 ,MUD CRACK
X159 ,A-BASECOAT FALLOFF
X160 ,Worm Tracks
X161 ,Loose Front Tox
X162 ,Partial Graphic
X163 ,Wrong Graphic
x164 ,SPLATTER_PAINT
X165 ,BUMPS_PAINT
X166 ,OUTGASSING_PAINT
X167 ,OUTGASSING_HEAT_TRANSFER
X200 ,BARON CHIPS
X201 ,BARON APPEARANCE
X202 ,BARON INTERNAL DEFECT
X203 ,ROPER DEFECT AT BARON
X204 ,BARON RGA
X206 ,ASM FURNACE SCARS
X210 ,WHITE SPECKS
X211 ,DRIED LUBE
X212 ,PAINT RACK DEFECTIVE
X213 ,BENT BRACKET
X214 ,TROUBLESHOOTING
X215 ,WELD CHECK
X216 ,Orangepeel
X217 ,HT_OIL
X218 ,DRIP
X219 ,RACK DENT
X220 ,FLOW COAT SPLATTER
X221 ,CHAIN GREASE
X222 ,ROBOT BURN-OFF
X223 ,ASSEMBLY CRACK FLANGE
XR01 ,RESPRAY BENT DENT
XR02 ,RESPRAY BLACK SPECKS
XR03 ,RESPRAY BUMPS/LUMPS
XR04 ,RESPRAY BURRS
XR08 ,RESPRAY DIRT
XR09 ,RESPRAY MARKERS
XR10 ,RESPRAY WASHER
XR11 ,RESPRAY CONVEYOR DAMAGE
XR12 ,RESPRAY FORK TRUCK
XR13 ,RESPRAY PEOPLE DAMAGE
XR16 ,RESPRAY DISCOLORED
XR18 ,RESPRAY FISH SCALE
XR22 ,RESPRAY HAIRLINE
XR24 ,RESPRAY HEAVY SPRAY
XR25 ,RESPRAY LAMINATED
XR26 ,RESPRAY LIGHT SPRAY
XR27 ,RESPRAY DIE MARKS
XR28 ,RESPRAY ROLLER MARKS
XR29 ,RESPRAY SLUG MARKS
XR30 ,RESPRAY METAL FINISH
XR38 ,RESPRAY PITS/CRATERS
XR40 ,RESPRAY POWDER FALLOFF
XR42 ,RESPRAY RUST
XR43 ,RESPRAY SCARS
XR45 ,RESPRAY SLIVERS
XR50 ,RESPRAY WARP
XR51 ,RESPRAY WATER SPOTS
XR53 ,RESPRAY WELD BURNS
XR54 ,RESPRAY WELDED OFF
XR55 ,RESPRAY WELDER SLUGS
XR56 ,RESPRAY WELDS APPEARANCE
XR57 ,RESPRAY WELD BROKE/LOOSE
XR60 ,RESPRAY ENAMEL REWORK
XR61 ,RESPRAY CONTAMINATED OIL
XR63 ,RESPRAY BAND MARKS
XR67 ,RESPRAY BURN OFF
XR70 ,RESPRAY POWER FAILURE
XR71 ,RESPRAY GUNSPLATTERS
XR72 ,RESPRAY SOAP MARKS
XR74 ,RESPRAY REDESIGN RACKS
XR80 ,RESPRAY LUBE DEFECT
XR81 ,RS HEAVY BASECOAT
XR82 ,RS RESPRAY FILM
XR83 ,RS ROUGH SPRAY
XR84 ,RS CHIPPED
XT01 ,Cross Hatch Test
XT02 ,Graphics Tape Test
